Account Number,Meter ID,Billing Start,Billing End,kWh,Unit,Tariff,Service Address
U-1066,MTR-MUM-004,2026-02-06,2026-03-07,31804,kWh,Green Supply,Lab San Francisco
U-1067,MTR-BLR-001,2026-02-07,2026-03-08,82347,kWh,General Service,Warehouse Bangalore
U-1068,MTR-DEL-013,2026-02-08,2026-03-07,140446,kWh,HT Industrial,Warehouse Bangalore
U-1069,MTR-BLR-008,2026-02-09,2026-03-10,103156,kWh,General Service,Lab San Francisco
U-1070,MTR-MUM-019,2026-02-10,2026-03-09,118108,kWh,General Service,Lab San Francisco
U-1071,MTR-MUM-014,2026-02-11,2026-03-14,13222,kWh,HT Industrial,Factory London
U-1072,MTR-DEL-003,2026-02-12,2026-03-14,61665,kWh,General Service,Lab San Francisco
U-1073,MTR-DEL-022,2026-02-13,2026-03-13,162302,kWh,Commercial,Warehouse Bangalore
U-1074,MTR-DEL-016,2026-02-14,2026-03-17,38253,kWh,HT Industrial,Warehouse Bangalore
U-1075,MTR-SFO-019,2026-02-15,2026-03-14,91960,kWh,Commercial,Warehouse Bangalore
U-1076,MTR-BLR-015,2026-02-16,2026-03-17,138015,kWh,HT Industrial,Factory London
U-1077,MTR-MUM-023,2026-02-17,2026-04-02,28690,kWh,Commercial,Warehouse Bangalore
U-1078,MTR-MUM-008,2026-02-18,2026-03-18,86925,kWh,HT Industrial,Factory London
U-1079,MTR-DEL-012,2026-02-19,2026-03-21,157397,kWh,General Service,Office Mumbai
U-1080,MTR-BLR-015,2026-02-20,2026-03-19,104924,kWh,HT Industrial,Lab San Francisco
U-1081,MTR-BLR-004,2026-02-21,2026-03-23,130559,kWh,Commercial,Plant Delhi
U-1082,MTR-DEL-002,2026-02-22,2026-03-22,103700,kWh,Green Supply,Plant Delhi
U-1083,MTR-LON-016,2026-02-23,2026-03-24,151698,kWh,General Service,Factory London
U-1084,MTR-MUM-008,2026-02-24,2026-03-23,53433,kWh,General Service,Office Mumbai
U-1085,MTR-MUM-011,2026-02-25,2026-03-26,98043,kWh,Green Supply,Factory London
U-1086,MTR-DEL-016,2026-02-26,2026-03-28,56424,kWh,Time of Use,Plant Delhi
U-1087,MTR-LON-012,2026-02-27,2026-04-12,54807,kWh,HT Industrial,Lab San Francisco
U-1088,MTR-LON-003,2026-02-28,2026-03-28,161912,kWh,Commercial,Warehouse Bangalore
U-1089,MTR-MUM-025,2026-03-01,2026-03-29,59757,kWh,Time of Use,Factory London
U-1090,MTR-DEL-005,2026-03-02,2026-04-15,140037,kWh,HT Industrial,Plant Delhi
U-1091,MTR-SFO-018,2026-03-03,2026-04-01,8039,kWh,Green Supply,Factory London
U-1092,MTR-SFO-007,2026-03-04,2026-03-31,94730,kWh,Green Supply,Factory London
U-1093,MTR-MUM-019,2026-03-05,2026-04-02,100937,kWh,Time of Use,Factory London
U-1094,MTR-LON-011,2026-03-06,2026-04-06,138061,kWh,HT Industrial,Plant Delhi
U-1095,MTR-LON-006,2026-03-07,2026-04-03,151845,kWh,General Service,Lab San Francisco
U-1096,MTR-BLR-009,2026-03-08,2026-04-07,53914,kWh,General Service,Warehouse Bangalore
U-1097,MTR-BLR-011,2026-03-09,2026-04-09,12553,kWh,Time of Use,Plant Delhi
U-1098,MTR-BLR-003,2026-03-10,2026-04-08,129144,kWh,Commercial,Factory London
U-1099,MTR-BLR-001,2026-03-11,2026-04-24,104039,kWh,HT Industrial,Office Mumbai
U-1100,MTR-LON-013,2026-03-12,2026-04-11,39973,kWh,Time of Use,Lab San Francisco
U-1101,MTR-DEL-017,2026-03-13,2026-04-12,38869,kWh,Commercial,Factory London
U-1102,MTR-LON-025,2026-03-14,2026-04-10,152189,kWh,HT Industrial,Office Mumbai
U-1103,MTR-LON-010,2026-03-15,2026-04-13,42027,kWh,General Service,Lab San Francisco
U-1104,MTR-SFO-006,2026-03-16,2026-04-14,88325,kWh,General Service,Warehouse Bangalore
U-1105,MTR-DEL-001,2026-03-17,2026-04-13,112493,kWh,Time of Use,Lab San Francisco
U-1106,MTR-LON-022,2026-03-18,2026-04-17,173262,kWh,HT Industrial,Lab San Francisco
U-1107,MTR-BLR-002,2026-03-19,2026-04-15,49309,kWh,HT Industrial,Factory London
U-1108,MTR-SFO-013,2026-03-20,2026-04-19,45017,kWh,Green Supply,Warehouse Bangalore
U-1109,MTR-MUM-015,2026-03-21,2026-04-21,38626,kWh,Green Supply,Office Mumbai
U-1110,MTR-BLR-021,2026-03-22,2026-04-18,77650,kWh,Commercial,Warehouse Bangalore
U-1111,MTR-DEL-018,2026-03-23,2026-05-06,138922,kWh,Time of Use,Lab San Francisco
U-1112,MTR-SFO-018,2026-03-24,2026-04-22,134287,kWh,HT Industrial,Warehouse Bangalore
U-1113,MTR-MUM-009,2026-03-25,2026-05-08,85814,kWh,Green Supply,Lab San Francisco
U-1114,MTR-BLR-023,2026-03-26,2026-04-26,145353,kWh,General Service,Lab San Francisco
U-1115,MTR-SFO-024,2026-03-27,2026-04-24,158128,kWh,Green Supply,Warehouse Bangalore
U-1116,MTR-LON-023,2026-03-28,2026-04-26,26958,kWh,HT Industrial,Lab San Francisco
U-1117,MTR-MUM-006,2026-03-29,2026-04-29,110471,kWh,Time of Use,Plant Delhi
U-1118,MTR-MUM-020,2026-03-30,2026-04-29,44636,kWh,General Service,Office Mumbai
U-1119,MTR-SFO-016,2026-03-31,2026-05-14,96946,kWh,HT Industrial,Lab San Francisco
U-1120,MTR-LON-009,2026-04-01,2026-05-02,96427,kWh,Time of Use,Warehouse Bangalore
U-1121,MTR-BLR-020,2026-04-02,2026-05-03,73605,kWh,Commercial,Office Mumbai
U-1122,MTR-BLR-002,2026-04-03,2026-05-02,44220,kWh,General Service,Office Mumbai
U-1123,MTR-BLR-013,2026-04-04,2026-05-02,28927,kWh,Green Supply,Plant Delhi
U-1124,MTR-DEL-008,2026-04-05,2026-05-02,21087,kWh,Time of Use,Office Mumbai
U-1125,MTR-LON-020,2026-04-06,2026-05-07,121331,kWh,General Service,Office Mumbai
U-1126,MTR-SFO-018,2026-04-07,2026-05-05,44946,kWh,Commercial,Office Mumbai
U-1127,MTR-DEL-019,2026-04-08,2026-05-05,64582,kWh,Time of Use,Warehouse Bangalore
U-1128,MTR-MUM-016,2026-04-09,2026-05-09,43179,kWh,General Service,Lab San Francisco
U-1129,MTR-BLR-024,2026-04-10,2026-05-11,55788,kWh,Time of Use,Plant Delhi
U-1130,MTR-MUM-003,2026-04-11,2026-05-12,91662,kWh,Time of Use,Office Mumbai
U-1131,MTR-SFO-024,2026-04-12,2026-05-11,106910,kWh,HT Industrial,Warehouse Bangalore
U-1132,MTR-BLR-024,2026-04-13,2026-05-12,106012,kWh,HT Industrial,Lab San Francisco
U-1133,MTR-MUM-024,2026-04-14,2026-05-14,50747,kWh,General Service,Factory London
U-1134,MTR-MUM-012,2026-04-15,2026-05-14,16983,kWh,Green Supply,Office Mumbai
U-1135,MTR-MUM-012,2026-04-16,2026-05-16,1152,kWh,Green Supply,Lab San Francisco
U-1136,MTR-DEL-013,2026-04-17,2026-05-16,152648,kWh,Commercial,Plant Delhi
U-1137,MTR-DEL-017,2026-04-18,2026-05-15,49991,kWh,Time of Use,Lab San Francisco
U-1138,MTR-BLR-024,2026-04-19,2026-06-02,99866,kWh,Commercial,Factory London
U-1139,MTR-DEL-011,2026-04-20,2026-05-17,46441,kWh,Green Supply,Lab San Francisco
U-1140,MTR-MUM-011,2026-04-21,2026-06-04,136023,kWh,HT Industrial,Lab San Francisco
U-1141,MTR-SFO-016,2026-04-22,2026-05-19,39589,kWh,Green Supply,Factory London
U-1142,MTR-DEL-015,2026-04-23,2026-06-06,121450,kWh,Green Supply,Warehouse Bangalore
U-1143,MTR-BLR-003,2026-04-24,2026-05-25,35809,kWh,Commercial,Factory London
U-1144,MTR-DEL-013,2026-04-25,2026-05-26,128768,kWh,Commercial,Plant Delhi
U-1145,MTR-SFO-025,2026-04-26,2026-05-24,166054,kWh,Green Supply,Plant Delhi
U-1146,MTR-DEL-012,2026-04-27,2026-06-10,92802,kWh,Commercial,Warehouse Bangalore
U-1147,MTR-MUM-025,2026-04-28,2026-05-26,113317,kWh,HT Industrial,Plant Delhi
U-1148,MTR-SFO-018,2026-04-29,2026-05-30,128314,kWh,Commercial,Factory London
U-1149,MTR-BLR-024,2026-04-30,2026-05-28,130632,kWh,Commercial,Factory London
U-1150,MTR-DEL-007,2026-05-01,2026-05-30,42254,kWh,General Service,Factory London
U-1151,MTR-DEL-023,2026-05-02,2026-05-29,9963,kWh,HT Industrial,Lab San Francisco
U-1152,MTR-LON-013,2026-05-03,2026-05-30,39905,kWh,Time of Use,Plant Delhi
U-1153,MTR-BLR-012,2026-05-04,2026-06-03,168850,kWh,Time of Use,Factory London
U-1154,MTR-SFO-011,2026-05-05,2026-06-05,107195,kWh,General Service,Lab San Francisco
U-1155,MTR-MUM-020,2026-05-06,2026-06-03,67212,kWh,General Service,Warehouse Bangalore
U-1156,MTR-LON-007,2026-05-07,2026-06-04,51722,kWh,HT Industrial,Factory London
U-1157,MTR-SFO-008,2026-05-08,2026-06-21,68399,kWh,General Service,Office Mumbai
U-1158,MTR-MUM-011,2026-05-09,2026-06-22,132426,kWh,Time of Use,Plant Delhi
U-1159,MTR-SFO-004,2026-05-10,2026-06-08,37659,kWh,HT Industrial,Warehouse Bangalore
U-1160,MTR-MUM-010,2026-05-11,2026-06-07,78515,kWh,Time of Use,Office Mumbai
U-1161,MTR-SFO-025,2026-05-12,2026-06-25,135735,kWh,General Service,Plant Delhi
U-1162,MTR-SFO-021,2026-05-13,2026-06-12,22467,kWh,Green Supply,Office Mumbai
U-1163,MTR-MUM-016,2026-05-14,2026-06-13,64480,kWh,Commercial,Factory London
U-1164,MTR-BLR-012,2026-05-15,2026-06-14,163853,kWh,Green Supply,Plant Delhi
U-1165,MTR-SFO-017,2026-05-16,2026-06-16,54975,kWh,Time of Use,Office Mumbai
U-1166,MTR-MUM-018,2026-05-17,2026-06-17,160530,kWh,Time of Use,Factory London
U-1167,MTR-DEL-020,2026-05-18,2026-06-16,121646,kWh,Time of Use,Office Mumbai
U-1168,MTR-BLR-016,2026-05-19,2026-06-16,111351,kWh,Time of Use,Office Mumbai
U-1169,MTR-SFO-009,2026-05-20,2026-06-19,1535,kWh,Time of Use,Lab San Francisco
U-1170,MTR-BLR-001,2026-05-21,2026-06-18,49794,kWh,General Service,Lab San Francisco
U-1171,MTR-BLR-016,2026-05-22,2026-07-05,36354,kWh,HT Industrial,Factory London
U-1172,MTR-SFO-011,2026-05-23,2026-06-23,32247,kWh,Commercial,Plant Delhi
U-1173,MTR-SFO-023,2026-05-24,2026-06-23,142314,kWh,Commercial,Plant Delhi
U-1174,MTR-DEL-024,2026-05-25,2026-07-08,165838,kWh,General Service,Warehouse Bangalore
U-1175,MTR-DEL-005,2026-05-26,2026-06-26,89912,kWh,Commercial,Office Mumbai
U-1176,MTR-SFO-015,2026-05-27,2026-06-23,50655,kWh,Time of Use,Lab San Francisco
U-1177,MTR-LON-021,2026-05-28,2026-06-24,131121,kWh,HT Industrial,Factory London
U-1178,MTR-BLR-021,2026-05-29,2026-06-28,22816,kWh,HT Industrial,Office Mumbai
U-1179,MTR-SFO-002,2026-05-30,2026-06-27,95856,kWh,General Service,Factory London
U-1180,MTR-SFO-012,2026-05-31,2026-06-28,29790,kWh,Green Supply,Plant Delhi
U-1181,MTR-MUM-011,2026-06-01,2026-06-28,132676,kWh,General Service,Plant Delhi
U-1182,MTR-LON-004,2026-06-02,2026-06-30,45927,kWh,General Service,Plant Delhi
U-1183,MTR-SFO-007,2026-06-03,2026-06-30,28882,kWh,HT Industrial,Lab San Francisco
U-1184,MTR-SFO-024,2026-06-04,2026-07-18,46952,kWh,Green Supply,Lab San Francisco
U-1185,MTR-DEL-008,2026-06-05,2026-07-06,79781,kWh,Time of Use,Lab San Francisco
U-1186,MTR-BLR-005,2026-06-06,2026-07-04,129096,kWh,Time of Use,Office Mumbai
U-1187,MTR-SFO-024,2026-06-07,2026-07-08,160042,kWh,General Service,Factory London
U-1188,MTR-MUM-021,2026-06-08,2026-07-07,163088,kWh,General Service,Lab San Francisco
U-1189,MTR-SFO-019,2026-06-09,2026-07-23,153091,kWh,Commercial,Plant Delhi
U-1190,MTR-MUM-018,2026-06-10,2026-07-11,93468,kWh,Commercial,Office Mumbai
U-1191,MTR-SFO-017,2026-06-11,2026-07-10,87251,kWh,HT Industrial,Warehouse Bangalore
U-1192,MTR-MUM-006,2026-06-12,2026-07-26,24885,kWh,Commercial,Plant Delhi
U-1193,MTR-BLR-002,2026-06-13,2026-07-13,62297,kWh,Time of Use,Lab San Francisco
U-1194,MTR-MUM-020,2026-06-14,2026-07-28,154074,kWh,Time of Use,Factory London
U-1195,MTR-DEL-010,2026-06-15,2026-07-29,90845,kWh,Commercial,Warehouse Bangalore
U-1196,MTR-SFO-006,2026-06-16,2026-07-30,91637,kWh,Commercial,Factory London
U-1197,MTR-LON-001,2026-06-17,2026-07-17,168491,kWh,General Service,Office Mumbai
U-1198,MTR-SFO-015,2026-06-18,2026-07-19,37580,kWh,General Service,Warehouse Bangalore
U-1199,MTR-SFO-010,2026-06-19,2026-08-02,68465,kWh,HT Industrial,Plant Delhi
U-1200,MTR-SFO-010,2026-06-20,2026-08-03,71698,kWh,Commercial,Plant Delhi
U-1201,MTR-DEL-012,2026-06-21,2026-08-04,117296,kWh,HT Industrial,Plant Delhi
U-1202,MTR-BLR-020,2026-06-22,2026-08-05,164339,kWh,Green Supply,Warehouse Bangalore
U-1203,MTR-DEL-013,2026-06-23,2026-07-21,152361,kWh,General Service,Plant Delhi
U-1204,MTR-BLR-020,2026-06-24,2026-08-07,124025,kWh,Green Supply,Factory London
U-1205,MTR-BLR-012,2026-06-25,2026-08-08,72963,kWh,General Service,Warehouse Bangalore
U-1206,MTR-DEL-019,2026-06-26,2026-08-09,45417,kWh,General Service,Warehouse Bangalore
U-1207,MTR-LON-011,2026-06-27,2026-07-25,8759,kWh,Green Supply,Office Mumbai
U-1208,MTR-DEL-020,2026-06-28,2026-07-26,50196,kWh,General Service,Lab San Francisco
U-1209,MTR-LON-024,2026-06-29,2026-07-27,23479,kWh,HT Industrial,Office Mumbai
U-1210,MTR-MUM-020,2026-01-01,2026-02-01,147194,kWh,HT Industrial,Factory London
U-1211,MTR-BLR-010,2026-01-02,2026-02-02,78352,kWh,HT Industrial,Factory London
U-1212,MTR-DEL-018,2026-01-03,2026-01-31,120970,kWh,HT Industrial,Warehouse Bangalore
U-1213,MTR-LON-023,2026-01-04,2026-02-03,112918,kWh,HT Industrial,Office Mumbai
U-1214,MTR-LON-020,2026-01-05,2026-02-05,45581,kWh,General Service,Warehouse Bangalore
U-1215,MTR-LON-001,2026-01-06,2026-02-03,71186,kWh,Green Supply,Warehouse Bangalore
U-1216,MTR-BLR-022,2026-01-07,2026-02-07,42560,kWh,Green Supply,Lab San Francisco
U-1217,MTR-MUM-004,2026-01-08,2026-02-07,25079,kWh,General Service,Lab San Francisco
U-1218,MTR-SFO-014,2026-01-09,2026-02-05,118997,kWh,Time of Use,Office Mumbai
U-1219,MTR-SFO-005,2026-01-10,2026-02-23,76545,kWh,HT Industrial,Warehouse Bangalore
U-1220,MTR-MUM-016,2026-01-11,2026-02-08,8491,kWh,HT Industrial,Office Mumbai
U-1221,MTR-DEL-009,2026-01-12,2026-02-25,17800,kWh,Commercial,Plant Delhi
U-1222,MTR-DEL-006,2026-01-13,2026-02-09,21150,kWh,Time of Use,Lab San Francisco
U-1223,MTR-LON-019,2026-01-14,2026-02-27,154096,kWh,General Service,Plant Delhi
U-1224,MTR-SFO-004,2026-01-15,2026-02-11,66599,kWh,Time of Use,Warehouse Bangalore
U-1225,MTR-LON-018,2026-01-16,2026-02-14,167981,kWh,Commercial,Office Mumbai
U-1226,MTR-BLR-010,2026-01-17,2026-02-17,173942,kWh,HT Industrial,Office Mumbai
U-1227,MTR-DEL-016,2026-01-18,2026-03-03,101606,kWh,Commercial,Office Mumbai
U-1228,MTR-BLR-024,2026-01-19,2026-02-17,100858,kWh,Commercial,Lab San Francisco
U-1229,MTR-DEL-025,2026-01-20,2026-02-16,115761,kWh,General Service,Factory London
U-1230,MTR-BLR-016,2026-01-21,2026-02-19,114278,kWh,Green Supply,Plant Delhi
U-1231,MTR-SFO-008,2026-01-22,2026-02-22,19076,kWh,HT Industrial,Warehouse Bangalore
U-1232,MTR-LON-008,2026-01-23,2026-02-23,77342,kWh,General Service,Plant Delhi
U-1233,MTR-DEL-010,2026-01-24,2026-02-22,11147,kWh,Commercial,Factory London
U-1234,MTR-LON-013,2026-01-25,2026-02-22,80295,kWh,HT Industrial,Lab San Francisco
U-1235,MTR-DEL-004,2026-01-26,2026-02-25,92696,kWh,Commercial,Lab San Francisco
U-1236,MTR-BLR-001,2026-01-27,2026-02-27,120058,kWh,Commercial,Lab San Francisco
U-1237,MTR-BLR-009,2026-01-28,2026-02-24,116627,kWh,Time of Use,Office Mumbai
U-1238,MTR-LON-015,2026-01-29,2026-03-01,140756,kWh,Time of Use,Factory London
U-1239,MTR-BLR-021,2026-01-30,2026-02-27,122890,kWh,Green Supply,Factory London
U-1240,MTR-MUM-010,2026-01-31,2026-03-02,174723,kWh,General Service,Warehouse Bangalore
U-1241,MTR-LON-007,2026-02-01,2026-03-01,19059,kWh,General Service,Factory London
U-1242,MTR-BLR-002,2026-02-02,2026-03-04,53528,kWh,Green Supply,Warehouse Bangalore
U-1243,MTR-SFO-016,2026-02-03,2026-03-05,82969,kWh,Green Supply,Lab San Francisco
U-1244,MTR-DEL-022,2026-02-04,2026-03-04,118518,kWh,HT Industrial,Plant Delhi
U-1245,MTR-DEL-009,2026-02-05,2026-03-06,82593,kWh,Green Supply,Office Mumbai
U-1246,MTR-DEL-009,2026-02-06,2026-03-07,160388,kWh,Time of Use,Plant Delhi
U-1247,MTR-LON-023,2026-02-07,2026-03-09,142107,kWh,Commercial,Factory London
U-1248,MTR-LON-014,2026-02-08,2026-03-08,57465,kWh,Time of Use,Plant Delhi
U-1249,MTR-BLR-015,2026-02-09,2026-03-09,29916,kWh,Commercial,Plant Delhi
U-1250,MTR-DEL-012,2026-02-10,2026-03-12,35363,kWh,General Service,Lab San Francisco
U-1251,MTR-SFO-010,2026-02-11,2026-03-14,156987,kWh,General Service,Warehouse Bangalore
U-1252,MTR-DEL-018,2026-02-12,2026-03-12,116143,kWh,Commercial,Office Mumbai
U-1253,MTR-DEL-019,2026-02-13,2026-03-13,134034,kWh,Commercial,Office Mumbai
U-1254,MTR-LON-005,2026-02-14,2026-03-15,37470,kWh,HT Industrial,Factory London
U-1255,MTR-DEL-019,2026-02-15,2026-03-14,45818,kWh,Commercial,Plant Delhi
U-1256,MTR-BLR-003,2026-02-16,2026-03-16,88801,kWh,HT Industrial,Plant Delhi
U-1257,MTR-BLR-004,2026-02-17,2026-03-19,40068,kWh,Commercial,Office Mumbai
U-1258,MTR-BLR-011,2026-02-18,2026-03-21,167801,kWh,Time of Use,Office Mumbai
U-1259,MTR-SFO-017,2026-02-19,2026-03-20,15914,kWh,Time of Use,Plant Delhi
U-1260,MTR-SFO-007,2026-02-20,2026-03-20,173713,kWh,Green Supply,Office Mumbai
U-1261,MTR-MUM-019,2026-02-21,2026-04-06,142724,kWh,Green Supply,Plant Delhi
U-1262,MTR-BLR-008,2026-02-22,2026-03-23,88637,kWh,General Service,Plant Delhi
U-1263,MTR-MUM-010,2026-02-23,2026-03-22,93855,kWh,Commercial,Office Mumbai
U-1264,MTR-LON-009,2026-02-24,2026-03-24,150660,kWh,Time of Use,Office Mumbai
U-1265,MTR-DEL-007,2026-02-25,2026-03-28,60361,kWh,General Service,Lab San Francisco
U-1266,MTR-SFO-002,2026-02-26,2026-03-29,42522,kWh,Commercial,Warehouse Bangalore
U-1267,MTR-SFO-014,2026-02-27,2026-04-12,36912,kWh,HT Industrial,Office Mumbai
U-1268,MTR-DEL-022,2026-02-28,2026-03-28,174661,kWh,General Service,Warehouse Bangalore
U-1269,MTR-DEL-020,2026-03-01,2026-03-29,63930,kWh,HT Industrial,Plant Delhi
U-1270,MTR-LON-017,2026-03-02,2026-04-02,109015,kWh,HT Industrial,Factory London
U-1271,MTR-LON-007,2026-03-03,2026-03-31,103855,kWh,Time of Use,Office Mumbai
U-1272,MTR-LON-001,2026-03-04,2026-04-03,14353,kWh,General Service,Plant Delhi
U-1273,MTR-MUM-007,2026-03-05,2026-04-04,136777,kWh,Commercial,Plant Delhi
U-1274,MTR-LON-009,2026-03-06,2026-04-02,58697,kWh,General Service,Office Mumbai
U-1275,MTR-SFO-008,2026-03-07,2026-04-06,166440,kWh,HT Industrial,Office Mumbai
U-1276,MTR-SFO-006,2026-03-08,2026-04-04,47836,kWh,Commercial,Factory London
U-1277,MTR-BLR-001,2026-03-09,2026-04-07,162495,kWh,HT Industrial,Plant Delhi
U-1278,MTR-MUM-016,2026-03-10,2026-04-23,60165,kWh,Commercial,Lab San Francisco
U-1279,MTR-SFO-014,2026-03-11,2026-04-24,96833,kWh,Time of Use,Warehouse Bangalore
U-1280,MTR-BLR-004,2026-03-12,2026-04-11,170708,kWh,HT Industrial,Office Mumbai
U-1281,MTR-LON-008,2026-03-13,2026-04-26,121346,kWh,Commercial,Factory London
U-1282,MTR-MUM-022,2026-03-14,2026-04-10,58475,kWh,General Service,Office Mumbai
U-1283,MTR-DEL-017,2026-03-15,2026-04-14,115861,kWh,Green Supply,Plant Delhi
U-1284,MTR-DEL-025,2026-03-16,2026-04-13,56430,kWh,Green Supply,Plant Delhi
U-1285,MTR-BLR-020,2026-03-17,2026-04-16,50939,kWh,General Service,Lab San Francisco
U-1286,MTR-LON-003,2026-03-18,2026-05-01,155492,kWh,HT Industrial,Factory London
U-1287,MTR-SFO-010,2026-03-19,2026-04-18,167654,kWh,HT Industrial,Warehouse Bangalore
U-1288,MTR-SFO-013,2026-03-20,2026-04-17,26680,kWh,Green Supply,Office Mumbai
U-1289,MTR-DEL-013,2026-03-21,2026-04-17,138314,kWh,HT Industrial,Office Mumbai
U-1290,MTR-DEL-018,2026-03-22,2026-04-19,86746,kWh,HT Industrial,Factory London
U-1291,MTR-SFO-022,2026-03-23,2026-04-20,33719,kWh,General Service,Factory London
U-1292,MTR-DEL-021,2026-03-24,2026-04-22,34719,kWh,HT Industrial,Plant Delhi
U-1293,MTR-LON-018,2026-03-25,2026-04-25,138475,kWh,Green Supply,Office Mumbai
U-1294,MTR-MUM-011,2026-03-26,2026-05-09,71281,kWh,HT Industrial,Warehouse Bangalore
U-1295,MTR-DEL-011,2026-03-27,2026-04-24,72919,kWh,General Service,Plant Delhi
U-1296,MTR-DEL-013,2026-03-28,2026-04-25,157323,kWh,Green Supply,Lab San Francisco
U-1297,MTR-BLR-024,2026-03-29,2026-04-28,13441,kWh,Commercial,Office Mumbai
U-1298,MTR-SFO-002,2026-03-30,2026-04-27,109450,kWh,HT Industrial,Warehouse Bangalore
U-1299,MTR-DEL-013,2026-03-31,2026-05-14,136213,kWh,General Service,Office Mumbai
U-1300,MTR-MUM-018,2026-04-01,2026-05-02,118800,kWh,Green Supply,Factory London
U-1301,MTR-DEL-010,2026-04-02,2026-05-02,121931,kWh,HT Industrial,Plant Delhi
U-1302,MTR-LON-013,2026-04-03,2026-05-04,11857,kWh,General Service,Warehouse Bangalore
U-1303,MTR-LON-021,2026-04-04,2026-05-02,171275,kWh,Commercial,Plant Delhi
U-1304,MTR-MUM-001,2026-04-05,2026-05-05,164545,kWh,Commercial,Office Mumbai
U-1305,MTR-DEL-012,2026-04-06,2026-05-06,55932,kWh,Green Supply,Lab San Francisco
U-1306,MTR-SFO-020,2026-04-07,2026-05-06,112808,kWh,Commercial,Lab San Francisco
U-1307,MTR-LON-010,2026-04-08,2026-05-07,147652,kWh,HT Industrial,Factory London
U-1308,MTR-BLR-021,2026-04-09,2026-05-10,18278,kWh,General Service,Warehouse Bangalore
U-1309,MTR-DEL-012,2026-04-10,2026-05-07,162767,kWh,HT Industrial,Plant Delhi
U-1310,MTR-MUM-006,2026-04-11,2026-05-09,112389,kWh,Green Supply,Office Mumbai
U-1311,MTR-LON-007,2026-04-12,2026-05-13,10766,kWh,General Service,Warehouse Bangalore
U-1312,MTR-BLR-004,2026-04-13,2026-05-13,60338,kWh,Green Supply,Factory London
U-1313,MTR-LON-025,2026-04-14,2026-05-15,160177,kWh,Green Supply,Lab San Francisco
U-1314,MTR-DEL-010,2026-04-15,2026-05-29,53674,kWh,Time of Use,Lab San Francisco
U-1315,MTR-MUM-002,2026-04-16,2026-05-17,49905,kWh,Time of Use,Factory London
U-1316,MTR-MUM-017,2026-04-17,2026-05-16,168399,kWh,Time of Use,Lab San Francisco
U-1317,MTR-BLR-019,2026-04-18,2026-05-18,136714,kWh,General Service,Factory London
U-1318,MTR-LON-009,2026-04-19,2026-06-02,59921,kWh,Commercial,Office Mumbai
U-1319,MTR-SFO-013,2026-04-20,2026-05-20,77509,kWh,Time of Use,Warehouse Bangalore
U-1320,MTR-SFO-003,2026-04-21,2026-05-19,141012,kWh,Green Supply,Warehouse Bangalore
U-1321,MTR-LON-022,2026-04-22,2026-05-20,66147,kWh,HT Industrial,Office Mumbai
U-1322,MTR-BLR-003,2026-04-23,2026-05-21,155712,kWh,General Service,Lab San Francisco
U-1323,MTR-DEL-011,2026-04-24,2026-06-07,28682,kWh,General Service,Factory London
U-1324,MTR-SFO-024,2026-04-25,2026-06-08,131634,kWh,Green Supply,Warehouse Bangalore
U-1325,MTR-SFO-011,2026-04-26,2026-05-23,25407,kWh,Commercial,Factory London
U-1326,MTR-MUM-005,2026-04-27,2026-05-26,158453,kWh,Time of Use,Lab San Francisco
U-1327,MTR-LON-021,2026-04-28,2026-05-29,118644,kWh,Commercial,Plant Delhi
U-1328,MTR-LON-003,2026-04-29,2026-05-29,130246,kWh,Green Supply,Warehouse Bangalore
U-1329,MTR-BLR-012,2026-04-30,2026-05-28,147406,kWh,Commercial,Lab San Francisco
U-1330,MTR-DEL-023,2026-05-01,2026-05-28,134716,kWh,Green Supply,Lab San Francisco
U-1331,MTR-LON-012,2026-05-02,2026-06-15,95635,kWh,Time of Use,Lab San Francisco
U-1332,MTR-DEL-010,2026-05-03,2026-05-30,16023,kWh,HT Industrial,Warehouse Bangalore
U-1333,MTR-DEL-013,2026-05-04,2026-06-04,3762,kWh,Commercial,Plant Delhi
U-1334,MTR-SFO-015,2026-05-05,2026-06-05,35497,kWh,Time of Use,Office Mumbai
U-1335,MTR-BLR-001,2026-05-06,2026-06-05,54884,kWh,HT Industrial,Warehouse Bangalore
U-1336,MTR-BLR-005,2026-05-07,2026-06-07,116998,kWh,General Service,Lab San Francisco
U-1337,MTR-MUM-024,2026-05-08,2026-06-06,153842,kWh,Commercial,Factory London
U-1338,MTR-DEL-006,2026-05-09,2026-06-22,80036,kWh,Commercial,Warehouse Bangalore
U-1339,MTR-LON-025,2026-05-10,2026-06-10,41816,kWh,HT Industrial,Warehouse Bangalore
U-1340,MTR-BLR-002,2026-05-11,2026-06-08,138346,kWh,General Service,Plant Delhi
U-1341,MTR-BLR-009,2026-05-12,2026-06-11,139488,kWh,HT Industrial,Plant Delhi
U-1342,MTR-BLR-017,2026-05-13,2026-06-11,24090,kWh,Green Supply,Warehouse Bangalore
U-1343,MTR-BLR-022,2026-05-14,2026-06-14,57631,kWh,HT Industrial,Warehouse Bangalore
U-1344,MTR-LON-003,2026-05-15,2026-06-11,61273,kWh,General Service,Office Mumbai
U-1345,MTR-LON-019,2026-05-16,2026-06-16,36490,kWh,HT Industrial,Plant Delhi
