Werk,Buchungsdatum,Material Document,Kraftstoff,Menge,Einheit,Cost Center,Vendor
PLT-US-03,17.03.2026,4900007575,LPG,10247,ltr,OPS-6894,ACME Fuels GmbH
PLT-IN-02,2026/03/18,4900007576,Natural Gas,37110,ltr,OPS-4450,Northstar Energy
PLT-UK-04,03-19-2026,4900007577,Petrol,55180,gal,OPS-4075,ACME Fuels GmbH
PLT-US-03,20.03.2026,4900007578,BioFuel-X,6441,L,OPS-4126,ACME Fuels GmbH
PLT-US-03,2026/03/21,4900007579,Natural Gas,26250,ltr,OPS-4029,Metro Industrial Fuels
PLT-UK-04,03-22-2026,4900007580,Diesel,21857,ltr,OPS-6812,Delhi Gas Utility
PLT-US-03,23.03.2026,4900007581,Natural Gas,10176,therm,OPS-5582,Metro Industrial Fuels
PLT-DE-01,2026/03/24,4900007582,BioFuel-X,29766,ltr,OPS-4387,Northstar Energy
PLT-IN-02,03-25-2026,4900007583,Natural Gas,6929,gal,OPS-4431,ACME Fuels GmbH
PLT-DE-01,26.03.2026,4900007584,BioFuel-X,8413,therm,OPS-4495,Northstar Energy
PLT-US-03,2026/03/27,4900007585,Diesel,41525,therm,OPS-5369,ACME Fuels GmbH
PLT-SG-05,03-28-2026,4900007586,Diesel,47495,L,OPS-6449,ACME Fuels GmbH
PLT-UK-04,29.03.2026,4900007587,BioFuel-X,794,Liters,OPS-4953,Northstar Energy
PLT-IN-02,2026/03/30,4900007588,Petrol,20667,therm,OPS-6449,Northstar Energy
PLT-UK-04,03-31-2026,4900007589,Natural Gas,11456,therm,OPS-5480,Delhi Gas Utility
PLT-IN-02,01.04.2026,4900007590,Diesel,34618,L,OPS-4614,Delhi Gas Utility
PLT-UK-04,2026/04/02,4900007591,Diesel,69158,therm,OPS-4222,Metro Industrial Fuels
PLT-UK-04,04-03-2026,4900007592,Diesel,54341,Liters,OPS-4690,Northstar Energy
PLT-US-03,04.04.2026,4900007593,BioFuel-X,22018,ltr,OPS-5803,Metro Industrial Fuels
PLT-US-03,2026/04/05,4900007594,LPG,37739,L,OPS-4179,Northstar Energy
PLT-UK-04,04-06-2026,4900007595,Petrol,61761,L,OPS-4784,Delhi Gas Utility
PLT-SG-05,07.04.2026,4900007596,LPG,16893,therm,OPS-6020,Northstar Energy
PLT-DE-01,2026/04/08,4900007597,Petrol,21442,therm,OPS-6158,Metro Industrial Fuels
PLT-SG-05,04-09-2026,4900007598,LPG,68553,gal,OPS-6925,ACME Fuels GmbH
PLT-IN-02,10.04.2026,4900007599,Diesel,52615,gal,OPS-5955,ACME Fuels GmbH
PLT-DE-01,2026/04/11,4900007600,Diesel,41632,L,OPS-5057,Delhi Gas Utility
PLT-IN-02,04-12-2026,4900007601,Petrol,34534,L,OPS-6874,Northstar Energy
PLT-UK-04,13.04.2026,4900007602,BioFuel-X,47794,Liters,OPS-4888,ACME Fuels GmbH
PLT-DE-01,2026/04/14,4900007603,BioFuel-X,26774,therm,OPS-6924,Northstar Energy
PLT-DE-01,04-15-2026,4900007604,BioFuel-X,12162,gal,OPS-5647,Northstar Energy
PLT-DE-01,16.04.2026,4900007605,LPG,40717,Liters,OPS-5441,Metro Industrial Fuels
PLT-US-03,2026/04/17,4900007606,Diesel,694,ltr,OPS-4500,ACME Fuels GmbH
PLT-DE-01,04-18-2026,4900007607,BioFuel-X,64658,therm,OPS-4118,Metro Industrial Fuels
PLT-DE-01,19.04.2026,4900007608,Diesel,13716,ltr,OPS-4424,Delhi Gas Utility
PLT-SG-05,2026/04/20,4900007609,Natural Gas,59286,ltr,OPS-4370,ACME Fuels GmbH
PLT-DE-01,04-21-2026,4900007610,Natural Gas,59697,ltr,OPS-5302,Metro Industrial Fuels
PLT-UK-04,22.04.2026,4900007611,Petrol,49946,Liters,OPS-4050,ACME Fuels GmbH
PLT-DE-01,2026/04/23,4900007612,Petrol,8392,gal,OPS-5190,Delhi Gas Utility
PLT-UK-04,04-24-2026,4900007613,LPG,52322,L,OPS-4608,Northstar Energy
PLT-UK-04,25.04.2026,4900007614,Petrol,9896,L,OPS-4842,Northstar Energy
PLT-DE-01,2026/04/26,4900007615,Diesel,22663,Liters,OPS-5038,Metro Industrial Fuels
PLT-UK-04,04-27-2026,4900007616,BioFuel-X,41613,Liters,OPS-4591,Northstar Energy
PLT-IN-02,28.04.2026,4900007617,Natural Gas,69278,ltr,OPS-4255,Metro Industrial Fuels
PLT-DE-01,2026/04/29,4900007618,Diesel,38565,ltr,OPS-5731,Northstar Energy
PLT-IN-02,04-30-2026,4900007619,LPG,52522,L,OPS-6447,Northstar Energy
PLT-SG-05,01.05.2026,4900007620,Natural Gas,12868,Liters,OPS-4975,Northstar Energy
PLT-US-03,2026/05/02,4900007621,Natural Gas,55437,therm,OPS-4264,Metro Industrial Fuels
PLT-US-03,05-03-2026,4900007622,Petrol,37618,therm,OPS-4771,Delhi Gas Utility
PLT-US-03,04.05.2026,4900007623,LPG,12967,therm,OPS-5288,ACME Fuels GmbH
PLT-US-03,2026/05/05,4900007624,Petrol,56430,L,OPS-4423,ACME Fuels GmbH
PLT-DE-01,05-06-2026,4900007625,Natural Gas,27993,therm,OPS-6629,Northstar Energy
PLT-DE-01,07.05.2026,4900007626,Diesel,55793,ltr,OPS-6033,ACME Fuels GmbH
PLT-UK-04,2026/05/08,4900007627,LPG,63427,gal,OPS-6803,Northstar Energy
PLT-DE-01,05-09-2026,4900007628,Diesel,59408,therm,OPS-6283,Delhi Gas Utility
PLT-DE-01,10.05.2026,4900007629,Petrol,1844,Liters,OPS-6596,Northstar Energy
PLT-US-03,2026/05/11,4900007630,BioFuel-X,37206,therm,OPS-4984,Delhi Gas Utility
PLT-US-03,05-12-2026,4900007631,LPG,35107,ltr,OPS-5920,Delhi Gas Utility
PLT-UK-04,13.05.2026,4900007632,Diesel,56675,gal,OPS-4384,Metro Industrial Fuels
PLT-IN-02,2026/05/14,4900007633,Petrol,65843,Liters,OPS-4988,ACME Fuels GmbH
PLT-DE-01,05-15-2026,4900007634,Petrol,63447,Liters,OPS-4016,Delhi Gas Utility
PLT-DE-01,16.05.2026,4900007635,Diesel,62147,L,OPS-6123,Northstar Energy
PLT-SG-05,2026/05/17,4900007636,BioFuel-X,52194,gal,OPS-5100,ACME Fuels GmbH
PLT-SG-05,05-18-2026,4900007637,Diesel,47035,ltr,OPS-5341,Northstar Energy
PLT-US-03,19.05.2026,4900007638,BioFuel-X,4311,gal,OPS-6336,Delhi Gas Utility
PLT-SG-05,2026/05/20,4900007639,Petrol,65873,L,OPS-5830,Delhi Gas Utility
PLT-SG-05,05-21-2026,4900007640,Diesel,51242,therm,OPS-5624,Delhi Gas Utility
PLT-DE-01,22.05.2026,4900007641,BioFuel-X,22582,Liters,OPS-6602,ACME Fuels GmbH
PLT-US-03,2026/05/23,4900007642,Petrol,11896,gal,OPS-4144,Metro Industrial Fuels
PLT-SG-05,05-24-2026,4900007643,LPG,23315,therm,OPS-4106,ACME Fuels GmbH
PLT-IN-02,25.05.2026,4900007644,Diesel,51659,gal,OPS-4502,Delhi Gas Utility
PLT-SG-05,2026/05/26,4900007645,Petrol,15483,therm,OPS-6468,Delhi Gas Utility
PLT-IN-02,05-27-2026,4900007646,Natural Gas,72717,ltr,OPS-4988,ACME Fuels GmbH
PLT-UK-04,28.05.2026,4900007647,BioFuel-X,24347,Liters,OPS-6041,Delhi Gas Utility
PLT-IN-02,2026/05/29,4900007648,LPG,45429,L,OPS-5409,Metro Industrial Fuels
PLT-IN-02,05-30-2026,4900007649,BioFuel-X,16209,therm,OPS-6864,ACME Fuels GmbH
PLT-IN-02,01.01.2026,4900007650,Petrol,34286,L,OPS-4714,Metro Industrial Fuels
PLT-IN-02,2026/01/02,4900007651,Natural Gas,64873,ltr,OPS-5292,Metro Industrial Fuels
PLT-US-03,01-03-2026,4900007652,Natural Gas,30527,therm,OPS-4414,Northstar Energy
PLT-SG-05,04.01.2026,4900007653,Petrol,19849,L,OPS-4758,ACME Fuels GmbH
PLT-IN-02,2026/01/05,4900007654,BioFuel-X,57628,gal,OPS-5068,ACME Fuels GmbH
PLT-UK-04,01-06-2026,4900007655,Diesel,48496,gal,OPS-6529,Northstar Energy
PLT-DE-01,07.01.2026,4900007656,Petrol,18855,Liters,OPS-6320,Delhi Gas Utility
PLT-DE-01,2026/01/08,4900007657,LPG,43304,ltr,OPS-5491,Northstar Energy
PLT-UK-04,01-09-2026,4900007658,LPG,71798,therm,OPS-6892,Delhi Gas Utility
PLT-IN-02,10.01.2026,4900007659,BioFuel-X,51873,Liters,OPS-4863,Metro Industrial Fuels
PLT-IN-02,2026/01/11,4900007660,Natural Gas,45693,therm,OPS-6132,ACME Fuels GmbH
PLT-IN-02,01-12-2026,4900007661,LPG,55398,L,OPS-4608,ACME Fuels GmbH
PLT-DE-01,13.01.2026,4900007662,Diesel,31422,Liters,OPS-6702,ACME Fuels GmbH
PLT-DE-01,2026/01/14,4900007663,Diesel,31425,ltr,OPS-4120,Metro Industrial Fuels
PLT-US-03,01-15-2026,4900007664,Diesel,43064,ltr,OPS-4729,Northstar Energy
PLT-US-03,16.01.2026,4900007665,LPG,53134,gal,OPS-5181,ACME Fuels GmbH
PLT-IN-02,2026/01/17,4900007666,Natural Gas,22401,ltr,OPS-4742,Delhi Gas Utility
PLT-SG-05,01-18-2026,4900007667,BioFuel-X,22348,L,OPS-5021,Northstar Energy
PLT-SG-05,19.01.2026,4900007668,Petrol,62245,L,OPS-4848,ACME Fuels GmbH
PLT-DE-01,2026/01/20,4900007669,LPG,32628,therm,OPS-5446,Metro Industrial Fuels
PLT-UK-04,01-21-2026,4900007670,LPG,68099,ltr,OPS-4694,ACME Fuels GmbH
PLT-UK-04,22.01.2026,4900007671,LPG,29566,L,OPS-4761,Delhi Gas Utility
PLT-SG-05,2026/01/23,4900007672,Diesel,49304,L,OPS-6528,Delhi Gas Utility
PLT-US-03,01-24-2026,4900007673,Diesel,58557,L,OPS-6558,Delhi Gas Utility
PLT-SG-05,25.01.2026,4900007674,Petrol,9816,therm,OPS-5105,Delhi Gas Utility
PLT-IN-02,2026/01/26,4900007675,BioFuel-X,70869,L,OPS-6613,Northstar Energy
PLT-SG-05,01-27-2026,4900007676,Diesel,57416,ltr,OPS-4392,Delhi Gas Utility
PLT-DE-01,28.01.2026,4900007677,Petrol,27426,therm,OPS-6354,Northstar Energy
PLT-US-03,2026/01/29,4900007678,Petrol,51913,ltr,OPS-5282,Northstar Energy
PLT-UK-04,01-30-2026,4900007679,Diesel,4135,therm,OPS-4063,Northstar Energy
PLT-US-03,31.01.2026,4900007680,LPG,30542,Liters,OPS-6124,Delhi Gas Utility
PLT-SG-05,2026/02/01,4900007681,Diesel,26849,Liters,OPS-6732,ACME Fuels GmbH
PLT-SG-05,02-02-2026,4900007682,Natural Gas,67050,L,OPS-6312,Delhi Gas Utility
PLT-DE-01,03.02.2026,4900007683,Natural Gas,67876,Liters,OPS-6986,Northstar Energy
PLT-SG-05,2026/02/04,4900007684,LPG,64557,therm,OPS-4679,Northstar Energy
PLT-US-03,02-05-2026,4900007685,Natural Gas,67610,therm,OPS-5902,ACME Fuels GmbH
PLT-US-03,06.02.2026,4900007686,Diesel,48690,therm,OPS-5315,Delhi Gas Utility
PLT-UK-04,2026/02/07,4900007687,Diesel,28409,L,OPS-5561,Metro Industrial Fuels
PLT-DE-01,02-08-2026,4900007688,BioFuel-X,54588,therm,OPS-4873,Delhi Gas Utility
PLT-SG-05,09.02.2026,4900007689,Diesel,11926,L,OPS-6943,Metro Industrial Fuels
PLT-SG-05,2026/02/10,4900007690,Petrol,12278,L,OPS-5380,Delhi Gas Utility
PLT-IN-02,02-11-2026,4900007691,BioFuel-X,3400,gal,OPS-4841,ACME Fuels GmbH
PLT-DE-01,12.02.2026,4900007692,Natural Gas,24994,Liters,OPS-5997,Metro Industrial Fuels
PLT-DE-01,2026/02/13,4900007693,Natural Gas,10165,therm,OPS-5989,Delhi Gas Utility
PLT-DE-01,02-14-2026,4900007694,LPG,3652,therm,OPS-6378,Delhi Gas Utility
PLT-US-03,15.02.2026,4900007695,Petrol,6714,L,OPS-6119,Delhi Gas Utility
PLT-IN-02,2026/02/16,4900007696,Diesel,5959,therm,OPS-5602,Delhi Gas Utility
PLT-US-03,02-17-2026,4900007697,Natural Gas,35478,therm,OPS-5222,Metro Industrial Fuels
PLT-UK-04,18.02.2026,4900007698,Natural Gas,73303,Liters,OPS-4603,Northstar Energy
PLT-UK-04,2026/02/19,4900007699,Petrol,42159,L,OPS-4550,ACME Fuels GmbH
PLT-UK-04,02-20-2026,4900007700,BioFuel-X,43996,ltr,OPS-6557,ACME Fuels GmbH
PLT-UK-04,21.02.2026,4900007701,Natural Gas,17008,L,OPS-6982,ACME Fuels GmbH
PLT-SG-05,2026/02/22,4900007702,LPG,45346,therm,OPS-4092,Delhi Gas Utility
PLT-DE-01,02-23-2026,4900007703,LPG,41177,Liters,OPS-4404,Metro Industrial Fuels
PLT-US-03,24.02.2026,4900007704,Petrol,70777,Liters,OPS-5783,Northstar Energy
PLT-DE-01,2026/02/25,4900007705,BioFuel-X,58599,gal,OPS-5079,Northstar Energy
PLT-US-03,02-26-2026,4900007706,Petrol,24357,L,OPS-4227,Northstar Energy
PLT-US-03,27.02.2026,4900007707,BioFuel-X,11180,Liters,OPS-5983,Northstar Energy
PLT-IN-02,2026/02/28,4900007708,Diesel,1310,gal,OPS-4479,Metro Industrial Fuels
PLT-SG-05,03-01-2026,4900007709,LPG,65378,Liters,OPS-6783,Delhi Gas Utility
PLT-DE-01,02.03.2026,4900007710,Natural Gas,4694,L,OPS-5054,ACME Fuels GmbH
PLT-US-03,2026/03/03,4900007711,LPG,39793,L,OPS-4213,Metro Industrial Fuels
PLT-SG-05,03-04-2026,4900007712,Diesel,62801,L,OPS-5043,Northstar Energy
PLT-US-03,05.03.2026,4900007713,LPG,56855,Liters,OPS-5054,ACME Fuels GmbH
PLT-DE-01,2026/03/06,4900007714,Petrol,6475,L,OPS-4153,ACME Fuels GmbH
PLT-US-03,03-07-2026,4900007715,Petrol,38439,therm,OPS-5031,Metro Industrial Fuels
PLT-IN-02,08.03.2026,4900007716,Petrol,50518,gal,OPS-6997,Metro Industrial Fuels
PLT-US-03,2026/03/09,4900007717,BioFuel-X,46057,ltr,OPS-4077,Northstar Energy
PLT-SG-05,03-10-2026,4900007718,Natural Gas,72348,gal,OPS-5155,Metro Industrial Fuels
PLT-US-03,11.03.2026,4900007719,BioFuel-X,55755,ltr,OPS-5728,ACME Fuels GmbH
PLT-SG-05,2026/03/12,4900007720,Diesel,10949,ltr,OPS-6853,Metro Industrial Fuels
PLT-DE-01,03-13-2026,4900007721,LPG,43487,L,OPS-4459,Delhi Gas Utility
PLT-US-03,14.03.2026,4900007722,Natural Gas,14044,therm,OPS-6790,Northstar Energy
PLT-DE-01,2026/03/15,4900007723,Petrol,7898,gal,OPS-6318,Northstar Energy
PLT-IN-02,03-16-2026,4900007724,Diesel,2998,Liters,OPS-5385,ACME Fuels GmbH
PLT-UK-04,17.03.2026,4900007725,Petrol,57615,L,OPS-4291,Metro Industrial Fuels
PLT-UK-04,2026/03/18,4900007726,BioFuel-X,36032,therm,OPS-4772,ACME Fuels GmbH
PLT-IN-02,03-19-2026,4900007727,Natural Gas,5275,ltr,OPS-4498,Metro Industrial Fuels
PLT-DE-01,20.03.2026,4900007728,Natural Gas,52741,therm,OPS-5483,Northstar Energy
PLT-UK-04,2026/03/21,4900007729,LPG,49300,L,OPS-5040,Northstar Energy
PLT-SG-05,03-22-2026,4900007730,BioFuel-X,36496,therm,OPS-5158,Northstar Energy
PLT-IN-02,23.03.2026,4900007731,Petrol,66251,gal,OPS-6798,Northstar Energy
PLT-IN-02,2026/03/24,4900007732,Natural Gas,11059,gal,OPS-6082,ACME Fuels GmbH
PLT-UK-04,03-25-2026,4900007733,Natural Gas,11586,ltr,OPS-5113,Northstar Energy
PLT-IN-02,26.03.2026,4900007734,LPG,64683,gal,OPS-5874,Northstar Energy
PLT-US-03,2026/03/27,4900007735,LPG,12150,Liters,OPS-6356,Northstar Energy
PLT-SG-05,03-28-2026,4900007736,Petrol,2673,L,OPS-5574,Northstar Energy
PLT-UK-04,29.03.2026,4900007737,Natural Gas,71407,Liters,OPS-6375,Delhi Gas Utility
PLT-SG-05,2026/03/30,4900007738,BioFuel-X,37955,gal,OPS-6294,ACME Fuels GmbH
PLT-UK-04,03-31-2026,4900007739,BioFuel-X,62517,ltr,OPS-6728,Metro Industrial Fuels
PLT-SG-05,01.04.2026,4900007740,BioFuel-X,54846,Liters,OPS-4842,Metro Industrial Fuels
PLT-US-03,2026/04/02,4900007741,Natural Gas,69666,L,OPS-5123,Delhi Gas Utility
PLT-SG-05,04-03-2026,4900007742,Diesel,46005,L,OPS-6203,Metro Industrial Fuels
PLT-IN-02,04.04.2026,4900007743,LPG,16121,therm,OPS-6341,Metro Industrial Fuels
PLT-UK-04,2026/04/05,4900007744,BioFuel-X,40238,therm,OPS-5771,Metro Industrial Fuels
PLT-SG-05,04-06-2026,4900007745,Diesel,52515,L,OPS-6409,ACME Fuels GmbH
PLT-IN-02,07.04.2026,4900007746,BioFuel-X,24917,Liters,OPS-5036,Delhi Gas Utility
PLT-SG-05,2026/04/08,4900007747,Natural Gas,44943,gal,OPS-4463,Metro Industrial Fuels
PLT-UK-04,04-09-2026,4900007748,Diesel,57096,gal,OPS-6174,Northstar Energy
PLT-US-03,10.04.2026,4900007749,LPG,55160,therm,OPS-4478,ACME Fuels GmbH
PLT-IN-02,2026/04/11,4900007750,LPG,49171,therm,OPS-6671,Metro Industrial Fuels
PLT-US-03,04-12-2026,4900007751,Petrol,63611,L,OPS-5824,Metro Industrial Fuels
PLT-US-03,13.04.2026,4900007752,Diesel,63137,L,OPS-5455,Metro Industrial Fuels
PLT-IN-02,2026/04/14,4900007753,Petrol,61400,L,OPS-4074,ACME Fuels GmbH
PLT-US-03,04-15-2026,4900007754,Petrol,47232,Liters,OPS-6530,Northstar Energy
PLT-SG-05,16.04.2026,4900007755,LPG,4739,gal,OPS-5313,Metro Industrial Fuels
PLT-US-03,2026/04/17,4900007756,BioFuel-X,42487,ltr,OPS-6580,Delhi Gas Utility
PLT-US-03,04-18-2026,4900007757,LPG,64355,Liters,OPS-5102,Northstar Energy
PLT-UK-04,19.04.2026,4900007758,BioFuel-X,44173,Liters,OPS-6757,Metro Industrial Fuels
PLT-US-03,2026/04/20,4900007759,Petrol,27643,ltr,OPS-4752,ACME Fuels GmbH
PLT-SG-05,04-21-2026,4900007760,Petrol,43823,L,OPS-4883,ACME Fuels GmbH
PLT-UK-04,22.04.2026,4900007761,BioFuel-X,58942,ltr,OPS-4535,Delhi Gas Utility
PLT-SG-05,2026/04/23,4900007762,Petrol,62283,therm,OPS-6753,Metro Industrial Fuels
PLT-SG-05,04-24-2026,4900007763,Petrol,7939,gal,OPS-4645,Metro Industrial Fuels
PLT-IN-02,25.04.2026,4900007764,BioFuel-X,52882,L,OPS-5735,ACME Fuels GmbH
PLT-UK-04,2026/04/26,4900007765,Petrol,24612,therm,OPS-5082,Delhi Gas Utility
PLT-US-03,04-27-2026,4900007766,Diesel,37467,ltr,OPS-4231,Metro Industrial Fuels
PLT-UK-04,28.04.2026,4900007767,Petrol,52230,L,OPS-4917,Metro Industrial Fuels
PLT-SG-05,2026/04/29,4900007768,Petrol,65026,therm,OPS-4571,Northstar Energy
PLT-UK-04,04-30-2026,4900007769,Petrol,64402,L,OPS-6311,ACME Fuels GmbH
PLT-IN-02,01.05.2026,4900007770,BioFuel-X,14690,therm,OPS-6383,Northstar Energy
PLT-IN-02,2026/05/02,4900007771,Petrol,2895,therm,OPS-6487,Delhi Gas Utility
PLT-DE-01,05-03-2026,4900007772,BioFuel-X,45173,L,OPS-6483,ACME Fuels GmbH
PLT-SG-05,04.05.2026,4900007773,BioFuel-X,45752,therm,OPS-6171,ACME Fuels GmbH
PLT-SG-05,2026/05/05,4900007774,Natural Gas,63011,gal,OPS-4852,ACME Fuels GmbH
PLT-DE-01,05-06-2026,4900007775,LPG,62735,L,OPS-4259,Delhi Gas Utility
PLT-SG-05,07.05.2026,4900007776,Diesel,28329,Liters,OPS-4579,Delhi Gas Utility
PLT-IN-02,2026/05/08,4900007777,Natural Gas,63007,Liters,OPS-5770,Delhi Gas Utility
PLT-US-03,05-09-2026,4900007778,Diesel,36580,gal,OPS-6261,ACME Fuels GmbH
PLT-SG-05,10.05.2026,4900007779,Petrol,11884,therm,OPS-6501,ACME Fuels GmbH
PLT-SG-05,2026/05/11,4900007780,Petrol,15514,ltr,OPS-5722,Northstar Energy
PLT-DE-01,05-12-2026,4900007781,Diesel,5217,ltr,OPS-6221,Delhi Gas Utility
PLT-SG-05,13.05.2026,4900007782,Diesel,72571,therm,OPS-5077,Metro Industrial Fuels
PLT-US-03,2026/05/14,4900007783,Diesel,46872,gal,OPS-4336,Delhi Gas Utility
PLT-IN-02,05-15-2026,4900007784,LPG,3653,ltr,OPS-4243,Northstar Energy
PLT-UK-04,16.05.2026,4900007785,LPG,50482,therm,OPS-5039,Delhi Gas Utility
PLT-US-03,2026/05/17,4900007786,Natural Gas,28472,gal,OPS-6284,Delhi Gas Utility
PLT-US-03,05-18-2026,4900007787,Natural Gas,63183,Liters,OPS-6170,Northstar Energy
PLT-UK-04,19.05.2026,4900007788,BioFuel-X,50500,ltr,OPS-4988,Northstar Energy
PLT-DE-01,2026/05/20,4900007789,Natural Gas,72125,Liters,OPS-4039,Delhi Gas Utility
PLT-IN-02,05-21-2026,4900007790,Diesel,58842,therm,OPS-5859,Delhi Gas Utility
PLT-IN-02,22.05.2026,4900007791,Petrol,9830,therm,OPS-4190,Northstar Energy
PLT-IN-02,2026/05/23,4900007792,BioFuel-X,46252,ltr,OPS-5816,Delhi Gas Utility
PLT-SG-05,05-24-2026,4900007793,Natural Gas,36477,Liters,OPS-6830,Metro Industrial Fuels
PLT-SG-05,25.05.2026,4900007794,BioFuel-X,18869,therm,OPS-6897,Metro Industrial Fuels
PLT-SG-05,2026/05/26,4900007795,LPG,31584,gal,OPS-5099,ACME Fuels GmbH
PLT-UK-04,05-27-2026,4900007796,BioFuel-X,22524,gal,OPS-4678,Metro Industrial Fuels
PLT-UK-04,28.05.2026,4900007797,LPG,62981,Liters,OPS-5571,ACME Fuels GmbH
PLT-DE-01,2026/05/29,4900007798,BioFuel-X,6866,Liters,OPS-5554,Delhi Gas Utility
PLT-UK-04,05-30-2026,4900007799,Petrol,49484,gal,OPS-4748,Northstar Energy
PLT-UK-04,01.01.2026,4900007800,Natural Gas,13200,Liters,OPS-4304,ACME Fuels GmbH
PLT-US-03,2026/01/02,4900007801,Diesel,18495,L,OPS-5080,ACME Fuels GmbH
PLT-DE-01,01-03-2026,4900007802,LPG,1092,therm,OPS-4282,Delhi Gas Utility
PLT-IN-02,04.01.2026,4900007803,BioFuel-X,36727,ltr,OPS-4230,Delhi Gas Utility
PLT-UK-04,2026/01/05,4900007804,LPG,55406,Liters,OPS-4408,Northstar Energy
PLT-US-03,01-06-2026,4900007805,Petrol,51909,ltr,OPS-4122,ACME Fuels GmbH
PLT-IN-02,07.01.2026,4900007806,Diesel,27511,Liters,OPS-6710,ACME Fuels GmbH
PLT-US-03,2026/01/08,4900007807,LPG,4028,L,OPS-5237,Northstar Energy
PLT-IN-02,01-09-2026,4900007808,Diesel,51910,therm,OPS-4896,Metro Industrial Fuels
PLT-DE-01,10.01.2026,4900007809,BioFuel-X,7591,L,OPS-5127,Delhi Gas Utility
PLT-US-03,2026/01/11,4900007810,BioFuel-X,12144,therm,OPS-4113,Metro Industrial Fuels
PLT-IN-02,01-12-2026,4900007811,Diesel,30618,L,OPS-6890,Metro Industrial Fuels
PLT-IN-02,13.01.2026,4900007812,Natural Gas,27982,therm,OPS-6439,Metro Industrial Fuels
PLT-DE-01,2026/01/14,4900007813,Diesel,5855,L,OPS-6705,Northstar Energy
PLT-UK-04,01-15-2026,4900007814,Natural Gas,74194,ltr,OPS-4314,Delhi Gas Utility
PLT-DE-01,16.01.2026,4900007815,Diesel,20928,Liters,OPS-5703,ACME Fuels GmbH
PLT-UK-04,2026/01/17,4900007816,Petrol,27406,gal,OPS-5105,Metro Industrial Fuels
PLT-IN-02,01-18-2026,4900007817,Petrol,52853,L,OPS-4348,Northstar Energy
PLT-SG-05,19.01.2026,4900007818,Diesel,32759,Liters,OPS-5133,Metro Industrial Fuels
PLT-SG-05,2026/01/20,4900007819,Diesel,10989,L,OPS-4133,Northstar Energy
PLT-DE-01,01-21-2026,4900007820,Petrol,44478,L,OPS-4992,ACME Fuels GmbH
PLT-US-03,22.01.2026,4900007821,LPG,14796,gal,OPS-6568,Metro Industrial Fuels
PLT-UK-04,2026/01/23,4900007822,BioFuel-X,7667,ltr,OPS-6459,Delhi Gas Utility
PLT-UK-04,01-24-2026,4900007823,LPG,35967,therm,OPS-5790,Metro Industrial Fuels
PLT-US-03,25.01.2026,4900007824,LPG,6562,Liters,OPS-5361,Metro Industrial Fuels
PLT-UK-04,2026/01/26,4900007825,Petrol,19667,Liters,OPS-4033,Northstar Energy
PLT-US-03,01-27-2026,4900007826,BioFuel-X,22219,ltr,OPS-5068,ACME Fuels GmbH
PLT-US-03,28.01.2026,4900007827,LPG,50747,gal,OPS-5699,ACME Fuels GmbH
PLT-US-03,2026/01/29,4900007828,Diesel,64540,Liters,OPS-6122,Delhi Gas Utility
PLT-DE-01,01-30-2026,4900007829,Diesel,65408,therm,OPS-5229,ACME Fuels GmbH
PLT-US-03,31.01.2026,4900007830,LPG,50208,L,OPS-4086,ACME Fuels GmbH
PLT-US-03,2026/02/01,4900007831,Petrol,74436,therm,OPS-6007,ACME Fuels GmbH
PLT-UK-04,02-02-2026,4900007832,BioFuel-X,73012,ltr,OPS-6246,Metro Industrial Fuels
PLT-US-03,03.02.2026,4900007833,Petrol,42792,L,OPS-5186,ACME Fuels GmbH
PLT-IN-02,2026/02/04,4900007834,LPG,39240,Liters,OPS-5067,Delhi Gas Utility
PLT-DE-01,02-05-2026,4900007835,LPG,53056,therm,OPS-6206,ACME Fuels GmbH
PLT-DE-01,06.02.2026,4900007836,Petrol,45472,L,OPS-4507,Delhi Gas Utility
PLT-UK-04,2026/02/07,4900007837,Natural Gas,57492,gal,OPS-5682,Northstar Energy
PLT-US-03,02-08-2026,4900007838,Natural Gas,58278,L,OPS-5043,ACME Fuels GmbH
PLT-SG-05,09.02.2026,4900007839,Diesel,53918,gal,OPS-5207,Delhi Gas Utility
PLT-UK-04,2026/02/10,4900007840,LPG,781,therm,OPS-4321,Metro Industrial Fuels
PLT-UK-04,02-11-2026,4900007841,LPG,1440,L,OPS-4318,Northstar Energy
PLT-US-03,12.02.2026,4900007842,LPG,28881,therm,OPS-5934,Delhi Gas Utility
PLT-UK-04,2026/02/13,4900007843,BioFuel-X,29623,gal,OPS-5683,ACME Fuels GmbH
PLT-US-03,02-14-2026,4900007844,Diesel,6259,Liters,OPS-5880,ACME Fuels GmbH
PLT-DE-01,15.02.2026,4900007845,BioFuel-X,42313,L,OPS-5771,ACME Fuels GmbH
PLT-US-03,2026/02/16,4900007846,Diesel,10578,therm,OPS-6909,ACME Fuels GmbH
PLT-UK-04,02-17-2026,4900007847,LPG,763,therm,OPS-5025,Delhi Gas Utility
PLT-US-03,18.02.2026,4900007848,Petrol,66490,Liters,OPS-5870,Metro Industrial Fuels
PLT-UK-04,2026/02/19,4900007849,BioFuel-X,13504,gal,OPS-5975,ACME Fuels GmbH
PLT-UK-04,02-20-2026,4900007850,Natural Gas,56865,therm,OPS-6818,ACME Fuels GmbH
PLT-SG-05,21.02.2026,4900007851,Natural Gas,20932,ltr,OPS-5226,ACME Fuels GmbH
